,Method,Rejection Rate,Rejection Threshold,Accuracy,Precision,Recall,F1-Score,AU-ARC
143,max,0.5,0.75,0.9398496240601504,0.851063829787234,0.975609756097561,0.9090909090909091,0.8402347365787788
144,max,0.6,0.0,0.9245283018867925,0.8620689655172413,0.8620689655172413,0.8620689655172413,0.8402347365787788
145,max,0.6,0.25,0.9528301886792453,0.875,0.9655172413793104,0.9180327868852459,0.8402347365787788
146,max,0.6,0.5,0.9528301886792453,0.875,0.9655172413793104,0.9180327868852459,0.8402347365787788
147,max,0.6,0.75,0.9528301886792453,0.875,0.9655172413793104,0.9180327868852459,0.8402347365787788
148,max,0.7000000000000001,0.0,0.9625,0.8666666666666667,0.9285714285714286,0.896551724137931,0.8402347365787788
149,max,0.7000000000000001,0.25,0.975,0.875,1.0,0.9333333333333333,0.8402347365787788
150,max,0.7000000000000001,0.5,0.975,0.875,1.0,0.9333333333333333,0.8402347365787788
151,max,0.7000000000000001,0.75,0.975,0.875,1.0,0.9333333333333333,0.8402347365787788
152,max,0.8,0.0,1.0,1.0,1.0,1.0,0.8402347365787788
153,max,0.8,0.25,1.0,1.0,1.0,1.0,0.8402347365787788
154,max,0.8,0.5,1.0,1.0,1.0,1.0,0.8402347365787788
155,max,0.8,0.75,1.0,1.0,1.0,1.0,0.8402347365787788
156,max,0.9,0.0,1.0,0.0,0.0,0.0,0.8402347365787788
157,max,0.9,0.25,1.0,0.0,0.0,0.0,0.8402347365787788
158,max,0.9,0.5,1.0,0.0,0.0,0.0,0.8402347365787788
159,max,0.9,0.75,1.0,0.0,0.0,0.0,0.8402347365787788
