,Method,Rejection Rate,Selection Threshold,Accuracy,Precision,Recall,F1-Score,AU-ARC
125,max,0.1,0.25,0.8138053621685676,0.5445075757575758,0.4256106587712805,0.4777731616119651,0.7804612216710848
126,max,0.1,0.5,0.8339505258480225,0.6455696202531646,0.3774981495188749,0.47641289117234936,0.7804612216710848
127,max,0.1,0.75,0.8289142349281587,0.6266149870801033,0.35899333826794966,0.45647058823529413,0.7804612216710848
128,max,0.2,0.0,0.8215297450424929,0.519298245614035,0.40217391304347827,0.45329249617151607,0.7804612216710848
129,max,0.2,0.25,0.8325279120146643,0.567530695770805,0.37681159420289856,0.4529123571039739,0.7804612216710848
130,max,0.2,0.5,0.848525245792368,0.6756756756756757,0.33967391304347827,0.45207956600361665,0.7804612216710848
131,max,0.2,0.75,0.8431928011998,0.6495412844036698,0.32065217391304346,0.42935112189205576,0.7804612216710848
132,max,0.3,0.0,0.8383165111407351,0.5292153589315526,0.3585972850678733,0.4275118004045853,0.7804612216710848
133,max,0.3,0.25,0.8484098266996762,0.5876494023904383,0.333710407239819,0.42568542568542567,0.7804612216710848
134,max,0.3,0.5,0.8598362216720624,0.6831683168316832,0.31221719457013575,0.42857142857142855,0.7804612216710848
135,max,0.3,0.75,0.8569796229289659,0.6641975308641975,0.3042986425339366,0.417377812257564,0.7804612216710848
136,max,0.4,0.0,0.8522550544323484,0.5430622009569378,0.3238231098430813,0.40571939231456655,0.7804612216710848
137,max,0.4,0.25,0.8602532770495446,0.6028571428571429,0.30099857346647646,0.4015223596574691,0.7804612216710848
138,max,0.4,0.5,0.8684736725172184,0.6953405017921147,0.2767475035663338,0.39591836734693875,0.7804612216710848
139,max,0.4,0.75,0.8678071539657853,0.6906474820143885,0.2738944365192582,0.3922369765066394,0.7804612216710848
140,max,0.5,0.0,0.8659024260197281,0.549645390070922,0.2919020715630885,0.3813038130381304,0.7804612216710848
141,max,0.5,0.25,0.8715009330845108,0.602510460251046,0.2711864406779661,0.37402597402597404,0.7804612216710848
142,max,0.5,0.5,0.8781658224473474,0.6887755102040817,0.2542372881355932,0.3713892709766162,0.7804612216710848
143,max,0.5,0.75,0.877899226872834,0.6871794871794872,0.2523540489642185,0.3691460055096419,0.7804612216710848
144,max,0.6,0.0,0.8787070976341219,0.5810055865921788,0.26463104325699743,0.36363636363636365,0.7804612216710848
145,max,0.6,0.25,0.8840386537820727,0.6490066225165563,0.24936386768447838,0.3602941176470588,0.7804612216710848
146,max,0.6,0.5,0.8883705431522826,0.7301587301587301,0.2340966921119593,0.35452793834296725,0.7804612216710848
147,max,0.6,0.75,0.8880373208930357,0.7244094488188977,0.2340966921119593,0.35384615384615387,0.7804612216710848
