,Method,Rejection Rate,Rejection Threshold,Accuracy,Precision,Recall,F1-Score,AU-ARC
117,min,0.9,0.25,0.9979494190020506,0.9979281559075283,0.9979365344933355,0.997918846805059,0.8931700145152193
118,min,0.9,0.5,0.9972658920027341,0.9972291133162613,0.9972318128583815,0.9972030826727203,0.8931700145152193
119,min,0.9,0.75,0.9965823650034177,0.9965750910795051,0.9964343646925122,0.9964767715232039,0.8931700145152193
120,max,0.0,0.0,0.9537904162963976,0.9609804612812908,0.9537916718741241,0.9554507870069205,0.887007130302523
121,max,0.0,0.25,0.9951466265636749,0.9951501536816116,0.9951469068731753,0.9951462274204068,0.887007130302523
122,max,0.0,0.5,0.9950099118189897,0.9950142580774078,0.9950102014733119,0.9950094924382769,0.887007130302523
123,max,0.0,0.75,0.9950099118189897,0.9950154799106762,0.9950102014733119,0.9950098500615536,0.887007130302523
124,max,0.1,0.0,0.9532163742690059,0.9615411594821204,0.9556903329859927,0.956615971330317,0.887007130302523
125,max,0.1,0.25,0.9957469431153642,0.995890521528755,0.9958892461544856,0.9958879830495827,0.887007130302523
126,max,0.1,0.5,0.9957469431153642,0.9958923359499674,0.9958864989554198,0.9958870262064498,0.887007130302523
127,max,0.1,0.75,0.9957469431153642,0.9958950561418761,0.9958836878284281,0.9958868743935386,0.887007130302523
128,max,0.2,0.0,0.9510423786739576,0.9628750280510591,0.9553645008592273,0.9573247806596551,0.887007130302523
129,max,0.2,0.25,0.9956425153793574,0.9956223962215518,0.9954281312037186,0.9955225530840255,0.887007130302523
130,max,0.2,0.5,0.9956425153793574,0.9957080956565618,0.9954399597575887,0.9955703071220288,0.887007130302523
131,max,0.2,0.75,0.9956425153793574,0.9957109839012024,0.9954370912320439,0.9955702103716142,0.887007130302523
132,max,0.3,0.0,0.9544966311883605,0.9656597177433345,0.9569647448171115,0.9599763356960307,0.887007130302523
133,max,0.3,0.25,0.9957035445757251,0.9947491708055535,0.9931565093131653,0.9939410319627416,0.887007130302523
134,max,0.3,0.5,0.9957035445757251,0.9951297576481594,0.993174747144763,0.994135169305964,0.887007130302523
135,max,0.3,0.75,0.9957035445757251,0.9951380752077633,0.9931775518058472,0.9941406624536954,0.887007130302523
