,Method,Rejection Rate,Selection Threshold,Accuracy,Precision,Recall,F1-Score,AU-ARC
80,min,0.0,0.0,0.9952149839360175,0.9952199206255553,0.9952152595731067,0.9952149085653836,0.899439173727553
81,min,0.0,0.25,0.9981543509467496,0.9981548858491451,0.9981544256701678,0.9981541936572967,0.899439173727553
82,min,0.0,0.5,0.9983594230637775,0.9983597914324623,0.9983594837699624,0.9983593806746495,0.899439173727553
83,min,0.0,0.75,0.9981543509467496,0.9981548350369537,0.9981544256701674,0.9981542709402874,0.899439173727553
84,min,0.1,0.0,0.9974177868914711,0.9973736472835028,0.9973116188125138,0.9973418762081699,0.899439173727553
85,min,0.1,0.25,0.9983291562238931,0.9983196417387897,0.9982621563487423,0.998290227780436,0.899439173727553
86,min,0.1,0.5,0.9984810511126301,0.9984631711657438,0.9984069807232087,0.9984344927550581,0.899439173727553
87,min,0.1,0.75,0.9982532087795246,0.9982428281784052,0.9981815911543969,0.9982116031407656,0.899439173727553
88,min,0.2,0.0,0.9981203007518797,0.9980879007707838,0.9979649415963299,0.9980257274479776,0.899439173727553
89,min,0.2,0.25,0.9988038277511961,0.9988038526553731,0.9987003423768119,0.9987514900169484,0.899439173727553
90,min,0.2,0.5,0.9988892686261107,0.9988754606101964,0.9987778992327079,0.9988259295096296,0.899439173727553
91,min,0.2,0.75,0.9987183868762816,0.9987203416316117,0.9986185464417762,0.998668708735385,0.899439173727553
92,min,0.3,0.0,0.9994141197148716,0.9994183756631922,0.9992315860727268,0.9993247118897987,0.899439173727553
93,min,0.3,0.25,0.9995117664290597,0.9995134481671107,0.9993163102953821,0.9994146153950442,0.899439173727553
94,min,0.3,0.5,0.9994141197148716,0.9994183756631922,0.9992315860727268,0.9993247118897987,0.899439173727553
95,min,0.3,0.75,0.9994141197148716,0.9994166845568061,0.9992705363994805,0.9993432788582037,0.899439173727553
96,min,0.4,0.0,0.9997721576668945,0.9997085023462976,0.9993439522563093,0.9995252412275696,0.899439173727553
97,min,0.4,0.25,0.9997721576668945,0.9997085023462976,0.9993439522563093,0.9995252412275696,0.899439173727553
98,min,0.4,0.5,0.9997721576668945,0.9997085023462976,0.9993439522563093,0.9995252412275696,0.899439173727553
99,min,0.4,0.75,0.9997721576668945,0.9997085023462976,0.9993439522563093,0.9995252412275696,0.899439173727553
100,min,0.5,0.0,0.9998632946001367,0.9996706192358367,0.9978858350951374,0.9987654920077254,0.899439173727553
101,min,0.5,0.25,0.9998632946001367,0.9996706192358367,0.9978858350951374,0.9987654920077254,0.899439173727553
102,min,0.5,0.5,0.9998632946001367,0.9996706192358367,0.9978858350951374,0.9987654920077254,0.899439173727553
103,min,0.5,0.75,0.9998632946001367,0.9996706192358367,0.9978858350951374,0.9987654920077254,0.899439173727553
104,min,0.6,0.0,0.9998291182501708,0.9992609016999261,0.9886363636363636,0.9935683364254793,0.899439173727553
105,min,0.6,0.25,0.9998291182501708,0.9992609016999261,0.9886363636363636,0.9935683364254793,0.899439173727553
106,min,0.6,0.5,0.9998291182501708,0.9992609016999261,0.9886363636363636,0.9935683364254793,0.899439173727553
107,min,0.6,0.75,0.9998291182501708,0.9992609016999261,0.9886363636363636,0.9935683364254793,0.899439173727553
108,min,0.7000000000000001,0.0,1.0,1.0,1.0,1.0,0.899439173727553
109,min,0.7000000000000001,0.25,1.0,1.0,1.0,1.0,0.899439173727553
110,min,0.7000000000000001,0.5,1.0,1.0,1.0,1.0,0.899439173727553
111,min,0.7000000000000001,0.75,1.0,1.0,1.0,1.0,0.899439173727553
112,min,0.8,0.0,1.0,1.0,1.0,1.0,0.899439173727553
113,min,0.8,0.25,1.0,1.0,1.0,1.0,0.899439173727553
114,min,0.8,0.5,1.0,1.0,1.0,1.0,0.899439173727553
115,min,0.8,0.75,1.0,1.0,1.0,1.0,0.899439173727553
116,min,0.9,0.0,1.0,1.0,1.0,1.0,0.899439173727553
117,min,0.9,0.25,1.0,1.0,1.0,1.0,0.899439173727553
118,min,0.9,0.5,1.0,1.0,1.0,1.0,0.899439173727553
119,min,0.9,0.75,1.0,1.0,1.0,1.0,0.899439173727553
120,max,0.0,0.0,0.9952149839360175,0.9952199206255553,0.9952152595731067,0.9952149085653836,0.899247725138548
121,max,0.0,0.25,0.9981543509467496,0.9981548858491451,0.9981544256701678,0.9981541936572967,0.899247725138548
122,max,0.0,0.5,0.9983594230637775,0.9983597914324623,0.9983594837699624,0.9983593806746495,0.899247725138548
123,max,0.0,0.75,0.9981543509467496,0.9981548350369537,0.9981544256701674,0.9981542709402874,0.899247725138548
124,max,0.1,0.0,0.9981013138907876,0.9981041997738725,0.9980949873680628,0.9980989446765277,0.899247725138548
125,max,0.1,0.25,0.9996202627781575,0.9996210068418687,0.9996200553366656,0.9996204044904821,0.899247725138548
126,max,0.1,0.5,0.999696210222526,0.9996968913156238,0.9996961298897277,0.9996964157281574,0.899247725138548
127,max,0.1,0.75,0.9996202627781575,0.9996199813709002,0.9996200553366656,0.9996199238173197,0.899247725138548
128,max,0.2,0.0,0.9980348598769652,0.9980303543075251,0.9980214800178996,0.9980253691379599,0.899247725138548
129,max,0.2,0.25,0.9995727956254272,0.9995725350721041,0.9995725019292973,0.9995723577909018,0.899247725138548
130,max,0.2,0.5,0.9996582365003418,0.9996579765533551,0.9996581843900976,0.9996579599885949,0.899247725138548
131,max,0.2,0.75,0.9995727956254272,0.9995708180475603,0.9995725019292973,0.9995715401876774,0.899247725138548
132,max,0.3,0.0,0.9981447124304267,0.9981475264736002,0.9981235402818822,0.9981348473432363,0.899247725138548
133,max,0.3,0.25,0.9998047065716239,0.9998023526267604,0.9998033205532468,0.9998027296208317,0.899247725138548
134,max,0.3,0.5,0.9998047065716239,0.9998023526267604,0.9998033205532468,0.9998027296208317,0.899247725138548
135,max,0.3,0.75,0.9997070598574358,0.9997031096737614,0.9997053581708016,0.9997041803436517,0.899247725138548
136,max,0.4,0.0,0.998177261335156,0.998169196904819,0.998145374081934,0.9981568595148054,0.899247725138548
137,max,0.4,0.25,0.9997721576668945,0.9997665866898982,0.9997713042128322,0.999768798482883,0.899247725138548
138,max,0.4,0.5,0.9997721576668945,0.9997665866898982,0.9997713042128322,0.999768798482883,0.899247725138548
139,max,0.4,0.75,0.9996582365003418,0.999649288085573,0.9996553487397339,0.9996522461153742,0.899247725138548
140,max,0.5,0.0,0.9980861244019139,0.9980705997262337,0.9980538191622003,0.9980619984614136,0.899247725138548
141,max,0.5,0.25,0.9997265892002735,0.9997213041513507,0.9997255969455445,0.9997232398971287,0.899247725138548
142,max,0.5,0.5,0.9997265892002735,0.9997213041513507,0.9997255969455445,0.9997232398971287,0.899247725138548
143,max,0.5,0.75,0.9995898838004101,0.9995788280206249,0.9995878558987126,0.9995832390685144,0.899247725138548
144,max,0.6,0.0,0.9981203007518797,0.9981123334059571,0.9981124224337262,0.9981120491743091,0.899247725138548
145,max,0.6,0.25,0.9996582365003418,0.9996495926937038,0.9996686595333496,0.9996588057758982,0.899247725138548
146,max,0.6,0.5,0.9996582365003418,0.9996495926937038,0.9996686595333496,0.9996588057758982,0.899247725138548
147,max,0.6,0.75,0.9996582365003418,0.9996495926937038,0.9996686595333496,0.9996588057758982,0.899247725138548
148,max,0.7000000000000001,0.0,0.9974937343358395,0.9974923140754147,0.997488538286468,0.9974898598360974,0.899247725138548
149,max,0.7000000000000001,0.25,0.9995443153337891,0.9995430522732146,0.9995495691119106,0.9995457428909844,0.899247725138548
150,max,0.7000000000000001,0.5,0.9995443153337891,0.9995430522732146,0.9995495691119106,0.9995457428909844,0.899247725138548
151,max,0.7000000000000001,0.75,0.9995443153337891,0.9995430522732146,0.9995495691119106,0.9995457428909844,0.899247725138548
152,max,0.8,0.0,0.9979494190020506,0.9980070030009247,0.9978686625874126,0.9979333373369382,0.899247725138548
153,max,0.8,0.25,0.9996582365003418,0.9996843434343435,0.9996503496503496,0.9996667352083286,0.899247725138548
154,max,0.8,0.5,0.9996582365003418,0.9996843434343435,0.9996503496503496,0.9996667352083286,0.899247725138548
155,max,0.8,0.75,0.9996582365003418,0.9996843434343435,0.9996503496503496,0.9996667352083286,0.899247725138548
156,max,0.9,0.0,0.9979494190020506,0.997901974699015,0.9977260142957818,0.9978110592563282,0.899247725138548
157,max,0.9,0.25,1.0,1.0,1.0,1.0,0.899247725138548
158,max,0.9,0.5,1.0,1.0,1.0,1.0,0.899247725138548
159,max,0.9,0.75,1.0,1.0,1.0,1.0,0.899247725138548
