,Model,Method,Rejection Rate,Accuracy,Precision,Recall,F1-Score,AU-ARC
2,SVM_RBF,min,0.1,0.9173589383968066,0.5204081632653061,0.5723192019950125,0.5451306413301663,0.9229770030244862
3,SVM_RBF,min,0.15,0.9316883710303862,0.5331412103746398,0.5745341614906833,0.5530642750373692,0.9229770030244862
4,SVM_RBF,min,0.2,0.9467168345673018,0.5476190476190477,0.5667351129363449,0.557013118062563,0.9229770030244862
5,SVM_RBF,min,0.25,0.9611600207146557,0.5742296918767507,0.5807365439093485,0.5774647887323944,0.9229770030244862
6,SVM_RBF,min,0.3,0.971424608128728,0.5555555555555556,0.5411255411255411,0.5482456140350878,0.9229770030244862
7,SVM_RBF,min,0.35000000000000003,0.9807290110546758,0.5488721804511278,0.5140845070422535,0.5309090909090909,0.9229770030244862
8,SVM_RBF,min,0.4,0.9873765981550413,0.56,0.4827586206896552,0.5185185185185185,0.9229770030244862
9,SVM_RBF,min,0.45,0.9915254237288136,0.6304347826086957,0.48333333333333334,0.5471698113207547,0.9229770030244862
10,SVM_RBF,min,0.5,0.9930083511361429,0.65,0.5416666666666666,0.5909090909090909,0.9229770030244862
11,SVM_RBF,min,0.55,0.993311758360302,0.65,0.6046511627906976,0.6265060240963856,0.9229770030244862
12,SVM_RBF,min,0.6,0.9936893203883496,0.65,0.6842105263157895,0.6666666666666666,0.9229770030244862
13,SVM_RBF,min,0.65,0.9947295423023579,0.65,0.8387096774193549,0.7323943661971831,0.9229770030244862
14,SVM_RBF,min,0.7000000000000001,0.9941747572815534,0.65,0.8666666666666667,0.7428571428571429,0.9229770030244862
15,SVM_RBF,min,0.75,0.9941747572815534,0.65,0.9629629629629629,0.7761194029850746,0.9229770030244862
16,SVM_RBF,min,0.8,0.9932038834951457,0.65,1.0,0.7878787878787878,0.9229770030244862
17,SVM_RBF,min,0.85,0.9909385113268608,0.65,1.0,0.7878787878787878,0.9229770030244862
18,SVM_RBF,min,0.9,0.9902912621359223,0.6666666666666666,1.0,0.8,0.9229770030244862
19,SVM_RBF,min,0.9500000000000001,0.9864077669902913,0.6111111111111112,1.0,0.7586206896551724,0.9229770030244862
0,MLP,min,0.0,0.8839580501068168,0.48614410134600156,0.5293103448275862,0.5068097399917457,0.9269153967059961
1,MLP,min,0.05,0.901880621422731,0.5019417475728155,0.5363070539419087,0.518555667001003,0.9269153967059961
2,MLP,min,0.1,0.921027079512353,0.5306633291614519,0.5428937259923176,0.5367088607594936,0.9269153967059961
3,MLP,min,0.15,0.9367146447338359,0.5474576271186441,0.5295081967213114,0.5383333333333333,0.9269153967059961
4,MLP,min,0.2,0.9541206457094308,0.6062052505966588,0.5438972162740899,0.5733634311512416,0.9269153967059961
5,MLP,min,0.25,0.9684101501812532,0.6353790613718412,0.5517241379310345,0.5906040268456376,0.9269153967059961
6,MLP,min,0.3,0.9765570814259953,0.6413043478260869,0.5339366515837104,0.582716049382716,0.9269153967059961
7,MLP,min,0.35000000000000003,0.9838661487899611,0.6846846846846847,0.5100671140939598,0.5846153846153846,0.9269153967059961
8,MLP,min,0.4,0.9885094675513837,0.6911764705882353,0.4845360824742268,0.5696969696969697,0.9269153967059961
9,MLP,min,0.45,0.99170197740113,0.7333333333333333,0.4852941176470588,0.584070796460177,0.9269153967059961
10,MLP,min,0.5,0.9945620508836668,0.78125,0.5434782608695652,0.6410256410256411,0.9269153967059961
11,MLP,min,0.55,0.9956850053937433,0.85,0.5,0.6296296296296297,0.9269153967059961
12,MLP,min,0.6,0.9963592233009708,0.8181818181818182,0.4090909090909091,0.5454545454545454,0.9269153967059961
13,MLP,min,0.65,0.9972260748959778,0.8571428571428571,0.4,0.5454545454545454,0.9269153967059961
14,MLP,min,0.7000000000000001,0.9980582524271845,1.0,0.5,0.6666666666666666,0.9269153967059961
15,MLP,min,0.75,0.9984466019417476,1.0,0.5,0.6666666666666666,0.9269153967059961
16,MLP,min,0.8,0.9980582524271845,1.0,0.42857142857142855,0.6,0.9269153967059961
17,MLP,min,0.85,0.9980582524271845,1.0,0.5,0.6666666666666666,0.9269153967059961
18,MLP,min,0.9,0.9980582524271845,1.0,0.5,0.6666666666666666,0.9269153967059961
19,MLP,min,0.9500000000000001,0.9980582524271845,1.0,0.6666666666666666,0.8,0.9269153967059961
0,Random_Forest,min,0.0,0.9043503592930666,0.5555555555555556,0.7543103448275862,0.6398537477148081,0.9348892798109014
1,Random_Forest,min,0.05,0.9233442354865086,0.5872048743335873,0.7875383043922369,0.6727748691099477,0.9348892798109014
2,Random_Forest,min,0.1,0.9396914446002805,0.6089438629876308,0.8121827411167513,0.6960304513322458,0.9348892798109014
3,Random_Forest,min,0.15,0.9568197395476353,0.6474442988204456,0.8192371475953566,0.7232796486090776,0.9348892798109014
4,Random_Forest,min,0.2,0.970870251244083,0.6868686868686869,0.8,0.7391304347826086,0.9348892798109014
5,Random_Forest,min,0.25,0.9827809425168307,0.7481481481481481,0.7565543071161048,0.7523277467411545,0.9348892798109014
6,Random_Forest,min,0.3,0.9909834928561521,0.7815126050420168,0.7045454545454546,0.7410358565737052,0.9348892798109014
7,Random_Forest,min,0.35000000000000003,0.9959665371974903,0.8536585365853658,0.625,0.7216494845360825,0.9348892798109014
8,Random_Forest,min,0.4,0.9969250687813562,0.8823529411764706,0.46875,0.6122448979591837,0.9348892798109014
9,Random_Forest,min,0.45,0.9980579096045198,0.9,0.47368421052631576,0.6206896551724138,0.9348892798109014
10,Random_Forest,min,0.5,0.9986405127209167,0.8333333333333334,0.45454545454545453,0.5882352941176471,0.9348892798109014
11,Random_Forest,min,0.55,0.998705501618123,0.6666666666666666,0.2857142857142857,0.4,0.9348892798109014
12,Random_Forest,min,0.6,0.9990291262135922,0.6666666666666666,0.4,0.5,0.9348892798109014
13,Random_Forest,min,0.65,0.9991678224687933,1.0,0.25,0.4,0.9348892798109014
14,Random_Forest,min,0.7000000000000001,0.9990291262135922,0.0,0.0,0.0,0.9348892798109014
15,Random_Forest,min,0.75,0.9988349514563106,0.0,0.0,0.0,0.9348892798109014
16,Random_Forest,min,0.8,0.9990291262135922,0.0,0.0,0.0,0.9348892798109014
17,Random_Forest,min,0.85,0.998705501618123,0.0,0.0,0.0,0.9348892798109014
18,Random_Forest,min,0.9,0.9990291262135922,0.0,0.0,0.0,0.9348892798109014
19,Random_Forest,min,0.9500000000000001,1.0,0.0,0.0,0.0,0.9348892798109014
0,Gradient_Boosting,min,0.0,0.9067780151485726,0.5954198473282443,0.5379310344827586,0.5652173913043478,0.9366771230204123
1,Gradient_Boosting,min,0.05,0.9284546197874081,0.6418663303909206,0.5502702702702703,0.5925494761350407,0.9366771230204123
2,Gradient_Boosting,min,0.1,0.9471356133347718,0.679144385026738,0.5513748191027497,0.6086261980830671,0.9366771230204123
3,Gradient_Boosting,min,0.15,0.963787982636509,0.6891891891891891,0.5579868708971554,0.6166868198307134,0.9366771230204123
4,Gradient_Boosting,min,0.2,0.977181696807865,0.7285714285714285,0.5387323943661971,0.6194331983805668,0.9366771230204123
5,Gradient_Boosting,min,0.25,0.9869238736406007,0.7934782608695652,0.47096774193548385,0.5910931174089069,0.9366771230204123
6,Gradient_Boosting,min,0.3,0.9922319323068387,0.8108108108108109,0.379746835443038,0.5172413793103449,0.9366771230204123
7,Gradient_Boosting,min,0.35000000000000003,0.9949208246190618,0.7368421052631579,0.32558139534883723,0.45161290322580644,0.9366771230204123
8,Gradient_Boosting,min,0.4,0.9974105842369315,0.8888888888888888,0.34782608695652173,0.5,0.9366771230204123
9,Gradient_Boosting,min,0.45,0.9973516949152542,1.0,0.3181818181818182,0.4827586206896552,0.9366771230204123
10,Gradient_Boosting,min,0.5,0.9982520877840357,1.0,0.35714285714285715,0.5263157894736842,0.9366771230204123
11,Gradient_Boosting,min,0.55,0.998705501618123,1.0,0.4,0.5714285714285714,0.9366771230204123
12,Gradient_Boosting,min,0.6,0.9992718446601941,1.0,0.5,0.6666666666666666,0.9366771230204123
13,Gradient_Boosting,min,0.65,0.9997226074895977,1.0,0.6666666666666666,0.8,0.9366771230204123
14,Gradient_Boosting,min,0.7000000000000001,0.9996763754045307,1.0,0.6666666666666666,0.8,0.9366771230204123
15,Gradient_Boosting,min,0.75,0.9996116504854369,0.0,0.0,0.0,0.9366771230204123
16,Gradient_Boosting,min,0.8,0.9995145631067961,0.0,0.0,0.0,0.9366771230204123
17,Gradient_Boosting,min,0.85,1.0,0.0,0.0,0.0,0.9366771230204123
18,Gradient_Boosting,min,0.9,1.0,0.0,0.0,0.0,0.9366771230204123
19,Gradient_Boosting,min,0.9500000000000001,1.0,0.0,0.0,0.0,0.9366771230204123
0,AdaBoost,min,0.0,0.8735676830452515,0.46672914714151825,0.8586206896551725,0.604735883424408,0.916523184417872
1,AdaBoost,min,0.05,0.8923753066230581,0.4968017057569296,0.8952929875120077,0.6390126842646555,0.916523184417872
2,AdaBoost,min,0.1,0.9091595641385263,0.5293028994447871,0.9156883671291356,0.6708365910867865,0.916523184417872
3,AdaBoost,min,0.15,0.927575965273018,0.5692995529061102,0.9317073170731708,0.7067530064754857,0.916523184417872
4,AdaBoost,min,0.2,0.942104624347615,0.6023550724637681,0.9459459459459459,0.7360265633646929,0.916523184417872
5,AdaBoost,min,0.25,0.953262558259969,0.6286031042128604,0.9561551433389545,0.7585284280936455,0.916523184417872
6,AdaBoost,min,0.3,0.9628242474684422,0.6585034013605442,0.9660678642714571,0.7831715210355987,0.916523184417872
7,AdaBoost,min,0.35000000000000003,0.9693755602031671,0.6830065359477124,0.9743589743589743,0.803073967339097,0.916523184417872
8,AdaBoost,min,0.4,0.9747531963100825,0.7114624505928854,0.972972972972973,0.821917808219178,0.916523184417872
9,AdaBoost,min,0.45,0.9781073446327684,0.7272727272727273,0.9780564263322884,0.8342245989304813,0.916523184417872
